text,emotion
bọn óc vật 🙂 đụng vào con cháu nhà tao thử,NEGATIVE
sao nhìn nó đấm đéo có lực gì hết nhỉ,NEUTRAL
"hy vọng chừng đó con đã đi mẫu giáo lớn , 1 xe bảy chổ và nhà hai tấm 🤣",POSITIVE
thôi nhà đang yên ổn,NEUTRAL
bọn này không phải là người . cho đi tù hết . chỉ sợ nó có tiền nó bịt miệng thôi,NEGATIVE
"chạy tới đưa đồ cho nó , trượt chân té sấp mặt luôn",NEUTRAL
mưa lắm các con giời ở nhà ngủ cho khoẻ nhé .,NEUTRAL
tất cả đã đều quá hoàn hảo rồi . trừ pha nhảy cuối thôiiii :v,POSITIVE
không thấy không biết lòng không đau,NEGATIVE
per đi làm công tình yêu cẩn thận ăn uống nhé,NEUTRAL
"loại bi này ngon quá , vừa uống",POSITIVE
nếu 1 ngày per theo thằng khác và per cũng có bỏ bạn mà đi thôi huhu,NEGATIVE
per đồ ảo tưởng,NEGATIVE
đơn giản thôi : nó giống như con chó vậy . khi ta đuổi thì nó chạy . khi ta chạy thì nó đuổi,NEUTRAL
per haha bữa 3 đứa mới phong trào xong,NEUTRAL
"cô giáo ngu bỏ mẹ , xong được bầy hãm lòn trẻ trâu này nữa , kia là em tao , không biết tao sẽ làm gì bọn khốn nạn này nữa :))",NEGATIVE
"á đù , per ạ , chị em mềnh vừa làm thế",POSITIVE
"nhỏ thấy qua 1 lần , nó bị cột ngay trước cửa nhà người ta ở trong hẻm , mỗi lần đi ngang qua là nó lại định lao tới cà khịa",NEGATIVE
mày bị ngu hả đĩ chó :) hết chỗ viết à :) thích viết thì tìm chỗ nào đéo trôi á :) hoặc mua giấy về viết chứ địt mẹ viết rồi lại viết làm tao buồn mày :),NEGATIVE
cũng có nơi gia đình khá giả mới có nó !,POSITIVE
mẹ mắng lúc sáng sớm là xui cả ngày :(,NEGATIVE
tao thì nói xong lại thấy người ta không hứng thú thì lại lượn,NEGATIVE
giọng nghe hay quá,POSITIVE
"và cứ mỗi lần mày muốn thấy crush cười , mày lại chạy lại cái gương",POSITIVE
"anw , vote cho anh vũ",POSITIVE
nhìn mặt nó nhăn nhó khó chịu vãi,NEGATIVE
đã gặp được em đúng lúc . nhưng lại không phải thời điểm em muốn ....,NEGATIVE
đội nào cũng xứng đáng hơi tiếc cho per,NEUTRAL
thu thập mọi thông tin về đối tượng .. luôn đặt trái tim vào trạng thái .. chiến đấu 😖,NEUTRAL
đúng là càng ngày càng chán . cứ theo luật mà làm thì chán cực kỳ luôn,NEGATIVE
giữ mãi lòng nhân ái các em nhé ! tấm lòng các em đẹp biết bao .,POSITIVE
cho bạn trai uống nước này nhé 😌,NEUTRAL
mỗi phút bên em thật tuyệt vời . chỉ em mới cho anh cái cảm giác đó,POSITIVE
"đúng là những đứa khốn nạn , có bán hàng hay không thì nói một câu",NEGATIVE
sao lại có chuyện vô lý như vậy được chứ 😠. rồi bé nhỏ sẽ như thế nào khi chứng kiến bố nó bị đâm ngay trước mặt nó . nghĩ đã không dám nghĩ tới rồi thấy thương bé quá .,NEUTRAL
ngu quá là ngu đậu xe gì mà sát đường ray tàu hoả thế chứ .? quả này người ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu ..?,NEGATIVE
ngẫm nghĩ cha của thánh gióng với sọ dừa ăn mặn vãi .,NEGATIVE
hồi xưa tao bị tiêu chảy kèm ho đã sợ vãi . giờ ho không thôi cũng sợ nhỉ . ??,NEGATIVE
"per này , thích thì xem cho đã con mắt đi 🙁 đáng sợ quá mà",NEGATIVE
"thay vì gà chuyển sang ăn lợn , tao cungc thế nên món khoái khẩu là gà chuyển sang sườn mày ạ",NEUTRAL
tuổi thơ tôi bị ám ảnh mấy con ngỗng này . mấy con màu xám cứ mỗi lần đi học ngang qua ngõ nhà hàng xóm là nó đuổi . tao lại chạy thục mạng . cứ phải đắn đo mỗi lần qua đó xem có chúng nó không rồi ù chạy như ma đuổi . haizz tuổi thơ tôi ....,NEGATIVE
đẹp khó tin quá,POSITIVE
êu ơi mỏng manh thế ??,NEUTRAL
"mấy con đĩ xạo lồn tao thấy mà tao tức á , chia bè phái ra làm rầm rầm rộ rộ",NEGATIVE
"bọn phục vụ nhà bếp toàn là chó , chó mới ăn thịt thúi bẩn như vậy .",NEGATIVE
mẹ đang buồn ỉa mà trên đường về gặp mớ gờ giảm tốc kia thì phọt bà ra quần 😨,NEGATIVE
"và mày chỉ cần lùi về sau , như ít quan tâm và nhắn tin lại mày sẻ cua được crush 😎😎",POSITIVE
đỉnh vậy luôn hả,POSITIVE
lỡ bị tào tháo rượt mà cái wc bên kia thì nhảy thế nào nhỉ,NEUTRAL
video này là để động viên mấy đứa chán đời và cuộc sống này rất nhạt ahihi,NEGATIVE
vật chất quyết định ý thức,NEUTRAL
trông ô uế vãi,NEGATIVE
đi chơi còn bỏ quên cả não ấy,NEGATIVE
liệu có bền lâu,NEUTRAL
an toàn cho mình chứ cho ai đâu mà cứ thích kiểu trốn tránh ấy nhỉ ..,NEUTRAL
có gì vui không nhỉ,NEUTRAL
thanh niên trả thù đời bằng cách này hả ?,POSITIVE
"aaaaa con nhện 😨 "" aaaaaaa con ế !"" - nhện said 😂😂😂",POSITIVE
haha tao trúng số thật này,POSITIVE
xem chỉ đợi đến đọan nó ngã để cười :)))),POSITIVE
"😔 tao không lấy chồng nữa , ở nhà nấu cơm cho mẹ , tao sợ lắm",NEGATIVE
tao . đôi lúc nghĩ lại thì tao vẫn thấy sợ tao lúc tức giận .,NEGATIVE
sợ thế,NEGATIVE
khi tắt đi mới thấy ngạt thở .,NEGATIVE
"mọe , chúng mày có thôi đi không ? :)",NEGATIVE
yêu dã man kkk,POSITIVE
dễ thương kinh khủng . bởi vậy mới nói mấy đứa yêu nhau là lầy nhất,POSITIVE
hả hả .. tới giờ ăn hả,POSITIVE
vậy cứ mở mồm chó ra đổ thừa trung quốc . toàn mình giết mình,NEGATIVE
đọc bình luận cười ẻ,POSITIVE
nhưng tôi đéo có bạn trai thì phải làm sao ?,NEGATIVE
thật đáng sợ,NEGATIVE
đẹp trai v :((((,POSITIVE
khách nào nhỏ nhen vậy ...,NEGATIVE
waooooo . hợp lí ghe,POSITIVE
cuộc sống tạo ta áp lực ..,NEGATIVE
per bố mày nhắn tin rồi cái con cặc gì mày cũng cho thằng em mày xem,NEGATIVE
tôi là ai đây là đâu :v tôi đã làm gì sai :3,POSITIVE
hay lắm chàng trai trẻ,POSITIVE
ngạc nhiên đấy,POSITIVE
phạt là đúng rồi,NEGATIVE
nghe ảo ghê nhưng cũng có lý,NEUTRAL
1 bạt tai 2 đạp chứ ở đó bướng,NEGATIVE
phim kinh dị vào cái trời âm u 😒,NEGATIVE
tui nhớ anh quá à :(((,NEGATIVE
sao có thể ngây thơ đến vậy được nhỉ,POSITIVE
đéo mẹ . nhìn nổi da gà ..,NEGATIVE
xin đi chơi với bạn ngày tổng kết không cho cứ bắt học miết :)) khá mệt,NEGATIVE
"chúng nó xạo lol vậy thôi chứ lên đại học chúng nó dập nhau như gà , đấy là tao nghe bọn nó nói thế chứ có học đại học đéo đâu mà biết 😕",NEGATIVE
"mong là chuyện không có thật , chứ có thật thì đau lòng vãi ra 😪😪",NEGATIVE
bố mẹ tao đọc được tin này + xem cặp lá yêu thương nữa thì bữa trưa nay tao không dám ăn cơm mất .,NEGATIVE
đậu . tao mê nhất là giọng tuy hòa phú yên . nó luôn mang một ấn tượng sâu sắc . nghe cứ thích thế nào ấy,POSITIVE
đáng yêuc quá,POSITIVE
rất chuẩn hãy sống làm người cơn luôn luôn co hiểu thảo với cha mẹ của mình nhé moi người ơi,POSITIVE
per ngày mai là ngày gì mà ra lắm phim vậy bạn ?,POSITIVE
kiểu lâu lâu cũng không được nhắn tin cho ai như thế nên cũng muốn tình cảm xíu =)))) biết đâu,POSITIVE
couple cuối . yêu chết đi được,POSITIVE
ánh mắt thằng con muốn nói : cứu cháu hình như ba sắp ném con ùi,NEGATIVE
ô ông này vẫn còn làm video à :v,POSITIVE
per con nhện cản bước bé xuống cầu thang =))))),NEGATIVE
giống y bố tao 🤣 ngoa khủng khiếp nhưng mà nhà tao vui vãi_chưởng 🤣🤣. điểm danh nhà bố học giỏi văn nào 🤦🏻‍♀️,POSITIVE
lạng sơn đang nắng mà,NEUTRAL
per ông đó có đôi mắt đẹp ghê,POSITIVE
việt nam có hệ thống bật tường sắt như nước ngoài luôn à :v,POSITIVE
"không có sức hút thì tao vẫn cắt , mùa hè để tóc dài nóng thấy mẹ",NEUTRAL
"thường thì người thuận tay trái sẽ bị bệnh này :v , riêng tao thuận vả 2 tay nên chả sao",POSITIVE
nghe ngọt thế :((,POSITIVE
mẹ mấy tk chê này chê nọ thử chạy 5 vòng sân bóng đá đi đã rồi hãy phán người khác .,NEGATIVE
thế là đúng quy trình rồi,NEUTRAL
"sau khi kết hôn , anh sẽ thuê người giết cô để hưởng trọn tiền bảo hiểm 😌",NEGATIVE
"per bởi , đéo dám tán ai hay tỏ tình",NEGATIVE
disss giật hết cả mình .:)),NEGATIVE
đắt hơn sân bay luôn,POSITIVE
tao bực mày lắm rồi đấy,NEGATIVE
nó chỉ muốn chén mày thôi . thật đấy,NEUTRAL
lũ kiến ở nhà mày thích vậy .,POSITIVE
câu chyện cổ tích thật ý nghĩa 😂😂,POSITIVE
lâu lâu được nghe truyện cổ tích thấy còn niềm tin vào cuộc sống 🤣🤣,POSITIVE
là con bé con điên khùng và phiền vãi nhưng bạn vẫn yêu nó vãi chưởng :)))))),POSITIVE
cứ thấy trai đẹp là tao hạnh phúc :),POSITIVE
hình như câu này quen quen ý le tuyet nguyen nhỉ,NEUTRAL
viện nào nhìn đẹp thế,POSITIVE
không biết nguyên nhân từ đâu,NEUTRAL
cẩn thận quá cô ơi,NEUTRAL
per đừng lầm tưởng,NEUTRAL
vãi đông như này á 😢,POSITIVE
t thấy tội nghiệp thằng cải,POSITIVE
đàn bà ở nhà thế kia không sợ ngoại tình à ? tao đang lo vợ tao đây này,NEGATIVE
có hôm tao đang vương nỏ tính bắn vào con họa mi đang đậu trên cành thì ai ngờ nó phản đame đứt thun dội ngược vào mặt từ đó tao không còn chơi nữa,NEGATIVE
tuổi thơ mình lớp 4 đã cảm nắng 1 anh chàng từ 1 viên phấn vôi .,POSITIVE
bác sĩ mất dạy,NEGATIVE
nó lại làm tao nhớ tới cái mấy con chó ăn hạt dưa ở quán cf đụ đỉ mẹ ăn thì có cái bịch bên cạnh đó cắn bỏ vào bịch thì chết à d . mày cắn xong cứ phun phun xuống đất đã vậy mỗi lần phun là mỗi chỗ khác nhau làm dọn bắt lòi dái nhìn nó phun chỉ muốn đấm cho nó một cái,NEGATIVE
per cái dume mày thấy tác hại của tập gym chưa,NEGATIVE
lm ngày có trăm ngàn thôi mà dọn lòi lol vãi vả cức haizx thật,NEGATIVE
per không bao giờ quên được hihi,POSITIVE
nhìn mặt con bé kiểu . ơ cái gì vậy,NEUTRAL
đúng chất người đẹp mặc rẻ rách cũng đẹp,NEUTRAL
cầu cho chú luôn mạnh khoẻ ạ 😢,NEGATIVE
"bọn này đóng điện cho nó đi luôn , giữ làm gì cho chật đất",NEGATIVE
bẩn quá,NEGATIVE
đoạn phim thôi mà ý nghĩa thế,POSITIVE
"thằng bạn ngồi kế bên lớp 2 nhà bán vàng mà nó học dốt , thế là làm bình thường về nhà cho nó , 1 bài 2k , mồi ngày kiếm 8 - 10k 🤑",POSITIVE
bản chất tham lam của con người thể hiện ngay từ những việc nhỏ ..,NEUTRAL
tao hiểu cảm giác đó,NEUTRAL
con nào cũng là con nhé . con trai tao tập từ nhỏ đã biết tự lo và phụ mẹ rồi :)),POSITIVE
cái dân mê tín ngu si làm giàu cho tiệm vàng,NEGATIVE
đi mà ngửi nách nhau à ? mua được cái cây về đến nhà còn trơ cọng,NEGATIVE
tao buồn mấy năm nay rồi,NEGATIVE
thế ông bác sĩ đó bây giờ còn sống không 🙂,NEUTRAL
"chả có gì hay ho , vô bổ",NEGATIVE
má tao coi mà cứ sợ nó bay ra 😌😌,NEGATIVE
per hả dạ ghê mày !,POSITIVE
dễ thương quá à ????????,POSITIVE
sợ vãi,NEGATIVE
nóng quá nên đổ lên cho mát thôi mà :)),POSITIVE
không có khúc rớt dt hả .. 😑,NEUTRAL
wow sản phẩm tốt ngoài mong đợi luôn á,POSITIVE
tao thầy mày cười hí hửng vại mà ?,POSITIVE
vậy là hên rồi,POSITIVE
mày xinh thế ? tao ốm tí đã xấu hoắc,NEGATIVE
per cái gì mình không làm được chứ đánh cái lũ đéo phải người thì mình làm tốt kkk,POSITIVE
"thằng chém gió lúc bà ấy đẩy ông ấy vào nhà thương điên ( tâm thần ) sao mày không mở mồm ra nói ....! giờ thì “ gió chiều nào theo chiều ấy ” cho thằng như này nằm ở công ty thì không khác chuột bọ , rắn rết",NEGATIVE
làm sao mặc áo được ta 😂😂,POSITIVE
thần tài cho chủ cửa hàng bán vàng chứ thần tài gì mình đâu,NEUTRAL
đag đi học mà gặp cảnh này :)) chắc chạy về cúp học luôn,NEGATIVE
"per cố gắng lên nha anh , mọi điều tốt đep đang chờ anh 💓💓",POSITIVE
lừa cả tỉ đồng mà đóng phạt 5tr :)) thế này thì răn đe cũng,NEGATIVE
chạy ngay đi 😨😨 trước khi bọn chủ tịch vào đây và giả làm con c * c gì đó rồi bị coi thường và tụi bay phải nhận cái kết đấy . 😬😬😬😬,NEUTRAL
vâng với 1 pha chống gậy tinh tế anh đã làm cho người xem 1 sự bất ngờ,POSITIVE
sao con này mồm nó cứ rộng toang toác ra như thế nhỉ ?,POSITIVE
tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,NEGATIVE
hic hic mình còn chả bao giờ được giận lại ấy chứ :((,NEGATIVE
per nghe đi rồi khóc 1 trận cho thoải mái . đừng cố gồng mình lên nữa,NEGATIVE
ae họ mà đéo biết mặt nhau à - _ -,POSITIVE
đánh rơi liêm sỉ trong 1 nốt nhạc,NEGATIVE
đừng có xàm lồn trên này,NEGATIVE
nhớ tới mối tình đơn phương !,NEGATIVE
sau mỗi cuộc chia ly người ở lại vẫn là người đau lòng nhất :((,NEGATIVE
thấy hơi sợ sợ rồi đấy :(,NEGATIVE
đâu nhất thiết mỗi cầu đường hả bạn ?,NEUTRAL
"tao bảo 99 , 99999 % là mấy ông ngoài bắc và kiểu chửi này cũng ngoài bắc vì tao cũng bị chửi vậy khi còn bé . h thì bình thường nhưng nghĩ lại buồn chứ không vui đâu tụi bay . ngoài bắc cách giáo dục là miệt thị . ko đồng ý",NEGATIVE
"đi chơi gặp 3 con mất dậy này vừa bị dí vừa bị cạp đít đau không chịu được sau phải nhảy lên cây để trốn , giờ gặp là sợ 😭😭",NEGATIVE
per nguy hiểm luôn rình rập xung quanh chúng ta :((,NEGATIVE
per wow 😂 cảnh bắt nhện kịch tính vãi,POSITIVE
ai hát tao cho tao nge bài này chắc tao say quá,POSITIVE
khi tắt đi mới thấy ngạt thở .,NEGATIVE
per tụi này bản lĩnh ghê .,POSITIVE
là do bản thân tao ngu thôi,NEGATIVE
bọn óc vật 🙂 đụng vào con cháu nhà tao thử,NEGATIVE
ngày ấy cũng từng như vậy ☺️,POSITIVE
ủa chuyển biến bất ngờ vậy,POSITIVE
ác quá,NEGATIVE
họ có thể không giàu có về vật chất nhưng hạnh phúc của họ giàu hơn rất nhìu người ❤,NEUTRAL
dm chúng mày bị bệnh à kiện chết con mẹ mấy thằng ấu dâm bệnh hoạn này đi,NEGATIVE
nó lại hợp lí vãi,POSITIVE
vl bố tao đang ở đây mà chắc sáng mai mới về mất ??,NEGATIVE
dm đã mải đạp xe rồi còn hỏi hoi cái lol gì vậy ????,NEGATIVE
wow không thê tin được bô mong tay day thât kinh,POSITIVE
sáu múi đâu rồi,NEUTRAL
thấy không có gì hấp dẫn,NEUTRAL
cố gắng lên cụ nhé !!❤,NEUTRAL
mũ sơ sài mà hiệu quả vãi,POSITIVE
tao . dân đaklak nhưng lần đầu tiên nghe chuyện này ....,POSITIVE
biết giả vẫn phải tạo,NEGATIVE
tao thề tao rất sợ ma quỷ nên tao rất không dám xem phim,NEGATIVE
cần xem cái kết của bọn này,NEUTRAL
per vẽ đẹp cũng có thú vui của nó mày :)),POSITIVE
bọn công ty nào vậy mọi người cùng nhau lên xiên cho bọn nó mỗi đứa vài phát,NEGATIVE
cuộc đời bạn đáng giá bao nhiêu tiền,NEUTRAL
"cái kết thật bất ngờ , không thể đoán được vậy",POSITIVE
nhẹ nhàng bay lên và hạ cánh thất bại do lổi kỹ thuật,NEGATIVE
"chời , dễ thương quá",POSITIVE
chụp rồi có mua giúp ông không ?,NEUTRAL
quãng cáo cũng được đăng à,POSITIVE
per đu ̣ me ̣ như 1 tro ̀ đu ̀ anh =))))) đi gia ̉ mày tô ́ c co ̀ n nhiê ̀ u hơn khu nha ̀ ông,NEGATIVE
cười vào mặt mấy đứa không có người yêu :))),POSITIVE
